sector,quarter,z_hat,nll,success,n_obs_cells,n_total
INFO-COM,2023-07-01,0.5580204729824313,27.039468520592575,True,8,599
INFO-COM,2023-10-01,0.24842427031538467,15.14777908882416,True,9,592
INFO-COM,2024-01-01,0.43835609426653804,19.80514095581551,True,8,589
PRIMAIRES & ÉNERGIE,2011-04-01,-0.2400337257746151,0.03779191835864046,True,2,4
PRIMAIRES & ÉNERGIE,2011-07-01,-0.26972853804710883,0.09109066826671876,True,3,10
PRIMAIRES & ÉNERGIE,2011-10-01,-0.21692794195833554,0.10899979198334375,True,4,12
PRIMAIRES & ÉNERGIE,2012-01-01,-0.22636593120564175,0.18462964333792625,True,5,22
PRIMAIRES & ÉNERGIE,2012-04-01,-0.23291606912604726,0.4095063686449749,True,5,46
PRIMAIRES & ÉNERGIE,2012-07-01,0.2489819200575983,6.047736613858845,True,7,109
PRIMAIRES & ÉNERGIE,2012-10-01,0.581978298215908,10.941975662718935,True,8,108
PRIMAIRES & ÉNERGIE,2013-01-01,-0.5421366566070054,17.0353591740319,True,10,109
PRIMAIRES & ÉNERGIE,2013-04-01,0.8879940059321326,27.957500929028477,True,12,106
PRIMAIRES & ÉNERGIE,2013-07-01,0.7917880484610633,13.403075443468358,True,9,109
PRIMAIRES & ÉNERGIE,2013-10-01,-0.6226477209430267,6.667643360028603,True,8,115
PRIMAIRES & ÉNERGIE,2014-01-01,0.4844268137414842,20.616418216324394,True,9,112
PRIMAIRES & ÉNERGIE,2014-04-01,-0.5778148632209921,5.789613843231517,True,7,115
PRIMAIRES & ÉNERGIE,2014-07-01,0.4773993105100057,20.39507158078505,True,9,112
PRIMAIRES & ÉNERGIE,2014-10-01,1.0202397351489352,21.04950611128108,True,9,129
PRIMAIRES & ÉNERGIE,2015-01-01,1.3720700255798184,56.241703695607924,True,11,126
PRIMAIRES & ÉNERGIE,2015-04-01,1.1487977937559846,24.079595342755493,True,8,132
PRIMAIRES & ÉNERGIE,2015-07-01,2.044651267509355,54.20468035930179,True,10,121
PRIMAIRES & ÉNERGIE,2015-10-01,1.6170435974785473,49.929348089541534,True,12,125
PRIMAIRES & ÉNERGIE,2016-01-01,1.5873936865298384,47.57730086326995,True,12,124
